District,S.No.,Parameters,Type,April - Total [(A+B) or (C+D)],April - Public [A],April - Private [B],April - Urban [C],April - Rural [D],May - Total [(A+B) or (C+D)],May - Public [A],May - Private [B],May - Urban [C],May - Rural [D],June - Total [(A+B) or (C+D)],June - Public [A],June - Private [B],June - Urban [C],June - Rural [D],July - Total [(A+B) or (C+D)],July - Public [A],July - Private [B],July - Urban [C],July - Rural [D],August - Total [(A+B) or (C+D)],August - Public [A],August - Private [B],August - Urban [C],August - Rural [D],September - Total [(A+B) or (C+D)],September - Public [A],September - Private [B],September - Urban [C],September - Rural [D],October - Total [(A+B) or (C+D)],October - Public [A],October - Private [B],October - Urban [C],October - Rural [D],November - Total [(A+B) or (C+D)],November - Public [A],November - Private [B],November - Urban [C],November - Rural [D],December - Total [(A+B) or (C+D)],December - Public [A],December - Private [B],December - Urban [C],December - Rural [D],January - Total [(A+B) or (C+D)],January - Public [A],January - Private [B],January - Urban [C],January - Rural [D],February - Total [(A+B) or (C+D)],February - Public [A],February - Private [B],February - Urban [C],February - Rural [D],March - Total [(A+B) or (C+D)],March - Public [A],March - Private [B],March - Urban [C],March - Rural [D],Total - Total [(A+B) or (C+D)],Total - Public [A],Total - Private [B],Total - Urban [C],Total - Rural [D]
Deoghar,20.2',Syringes - 0.5 ml (AD),4. Stock Distributed,30000,NA,NA,NA,NA,24000,NA,NA,NA,NA,32000,NA,NA,NA,NA,30000,NA,NA,NA,NA,47800,NA,NA,NA,NA,1400,NA,NA,NA,NA,26000,NA,NA,NA,NA,20000,NA,NA,NA,NA,27600,NA,NA,NA,NA,5400,NA,NA,NA,NA,36000,NA,NA,NA,NA,36000,NA,NA,NA,NA,316200,NA,NA,NA,NA
Deoghar,20.2',Syringes - 0.5 ml (AD),5. Total Stock,8200,NA,NA,NA,NA,14200,NA,NA,NA,NA,12200,NA,NA,NA,NA,12200,NA,NA,NA,NA,4400,NA,NA,NA,NA,3000,NA,NA,NA,NA,23000,NA,NA,NA,NA,43000,NA,NA,NA,NA,15400,NA,NA,NA,NA,10000,NA,NA,NA,NA,14000,NA,NA,NA,NA,8000,NA,NA,NA,NA,167600,NA,NA,NA,NA
Deoghar,'20.3',Syringes - 5.0 ml (Disposable),1. Balance From Previous Month,3290,NA,NA,NA,NA,3090,NA,NA,NA,NA,2890,NA,NA,NA,NA,2640,NA,NA,NA,NA,3040,NA,NA,NA,NA,1500,NA,NA,NA,NA,1000,NA,NA,NA,NA,650,NA,NA,NA,NA,3450,NA,NA,NA,NA,1850,NA,NA,NA,NA,1000,NA,NA,NA,NA,860,NA,NA,NA,NA,25260,NA,NA,NA,NA
Deoghar,20.3',Syringes - 5.0 ml (Disposable),2. Stocks Received,1400,NA,NA,NA,NA,1400,NA,NA,NA,NA,1400,NA,NA,NA,NA,1600,NA,NA,NA,NA,1400,NA,NA,NA,NA,1400,NA,NA,NA,NA,1800,NA,NA,NA,NA,4800,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,2150,NA,NA,NA,NA,1600,NA,NA,NA,NA,18950,NA,NA,NA,NA
Deoghar,20.3',Syringes - 5.0 ml (Disposable),3. Unusable Stock,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Deoghar,20.3',Syringes - 5.0 ml (Disposable),4. Stock Distributed,1600,NA,NA,NA,NA,1600,NA,NA,NA,NA,1650,NA,NA,NA,NA,1200,NA,NA,NA,NA,2940,NA,NA,NA,NA,1900,NA,NA,NA,NA,2150,NA,NA,NA,NA,2000,NA,NA,NA,NA,1600,NA,NA,NA,NA,850,NA,NA,NA,NA,2290,NA,NA,NA,NA,1800,NA,NA,NA,NA,21580,NA,NA,NA,NA
Deoghar,20.3',Syringes - 5.0 ml (Disposable),5. Total Stock,3090,NA,NA,NA,NA,2890,NA,NA,NA,NA,2640,NA,NA,NA,NA,3040,NA,NA,NA,NA,1500,NA,NA,NA,NA,1000,NA,NA,NA,NA,650,NA,NA,NA,NA,3450,NA,NA,NA,NA,1850,NA,NA,NA,NA,1000,NA,NA,NA,NA,860,NA,NA,NA,NA,660,NA,NA,NA,NA,22630,NA,NA,NA,NA
Deoghar,'21.1',Number of newborn screened for defects at birth (as per RBSK),TOTAL,1845,NA,NA,NA,NA,2938,NA,NA,NA,NA,1913,NA,NA,NA,NA,1533,NA,NA,NA,NA,1843,NA,NA,NA,NA,2268,NA,NA,NA,NA,1544,NA,NA,NA,NA,1667,NA,NA,NA,NA,1461,NA,NA,NA,NA,1203,NA,NA,NA,NA,1447,NA,NA,NA,NA,1260,NA,NA,NA,NA,20922,NA,NA,NA,NA
Deoghar,'21.2',Number of children (6 month to 6 years) screened by RBSK mobile health teams at Anganwadi center,TOTAL,6018,NA,NA,NA,NA,10717,NA,NA,NA,NA,7978,NA,NA,NA,NA,3862,NA,NA,NA,NA,1559,NA,NA,NA,NA,1294,NA,NA,NA,NA,6149,NA,NA,NA,NA,7469,NA,NA,NA,NA,7574,NA,NA,NA,NA,7206,NA,NA,NA,NA,7071,NA,NA,NA,NA,2176,NA,NA,NA,NA,69073,NA,NA,NA,NA
Deoghar,'21.3',Number of children (6 years to 18 years) screened by RBSK mobile health teams at Govt and Govt aided schools,TOTAL,17540,NA,NA,NA,NA,9794,NA,NA,NA,NA,9624,NA,NA,NA,NA,9957,NA,NA,NA,NA,8883,NA,NA,NA,NA,15332,NA,NA,NA,NA,15678,NA,NA,NA,NA,16668,NA,NA,NA,NA,9904,NA,NA,NA,NA,12792,NA,NA,NA,NA,13129,NA,NA,NA,NA,5657,NA,NA,NA,NA,144958,NA,NA,NA,NA
Deoghar,'21.4.1.a',Number of Male children identified with Disease,TOTAL,1045,NA,NA,NA,NA,678,NA,NA,NA,NA,548,NA,NA,NA,NA,611,NA,NA,NA,NA,557,NA,NA,NA,NA,1101,NA,NA,NA,NA,913,NA,NA,NA,NA,993,NA,NA,NA,NA,1035,NA,NA,NA,NA,1000,NA,NA,NA,NA,1225,NA,NA,NA,NA,431,NA,NA,NA,NA,10137,NA,NA,NA,NA
Deoghar,'21.4.1.b',Number of Female children identified with Disease,TOTAL,1025,NA,NA,NA,NA,702,NA,NA,NA,NA,529,NA,NA,NA,NA,715,NA,NA,NA,NA,720,NA,NA,NA,NA,1056,NA,NA,NA,NA,961,NA,NA,NA,NA,1012,NA,NA,NA,NA,1057,NA,NA,NA,NA,1009,NA,NA,NA,NA,1159,NA,NA,NA,NA,487,NA,NA,NA,NA,10432,NA,NA,NA,NA
Deoghar,'21.4.2.a',Number of Male children identified with Deficiency,TOTAL,186,NA,NA,NA,NA,120,NA,NA,NA,NA,118,NA,NA,NA,NA,100,NA,NA,NA,NA,74,NA,NA,NA,NA,159,NA,NA,NA,NA,129,NA,NA,NA,NA,140,NA,NA,NA,NA,148,NA,NA,NA,NA,165,NA,NA,NA,NA,174,NA,NA,NA,NA,94,NA,NA,NA,NA,1607,NA,NA,NA,NA
Deoghar,'21.4.2.b',Number of Female children identified with Deficiency,TOTAL,189,NA,NA,NA,NA,143,NA,NA,NA,NA,146,NA,NA,NA,NA,141,NA,NA,NA,NA,99,NA,NA,NA,NA,232,NA,NA,NA,NA,142,NA,NA,NA,NA,172,NA,NA,NA,NA,148,NA,NA,NA,NA,154,NA,NA,NA,NA,199,NA,NA,NA,NA,92,NA,NA,NA,NA,1857,NA,NA,NA,NA
Deoghar,'21.4.3.a',Number of Male children identified with Developmental delay,TOTAL,117,NA,NA,NA,NA,103,NA,NA,NA,NA,153,NA,NA,NA,NA,156,NA,NA,NA,NA,143,NA,NA,NA,NA,117,NA,NA,NA,NA,257,NA,NA,NA,NA,242,NA,NA,NA,NA,444,NA,NA,NA,NA,321,NA,NA,NA,NA,386,NA,NA,NA,NA,60,NA,NA,NA,NA,2499,NA,NA,NA,NA
Deoghar,'21.4.3.b',Number of Female children identified with Developmental delay,TOTAL,110,NA,NA,NA,NA,108,NA,NA,NA,NA,194,NA,NA,NA,NA,258,NA,NA,NA,NA,187,NA,NA,NA,NA,114,NA,NA,NA,NA,215,NA,NA,NA,NA,280,NA,NA,NA,NA,603,NA,NA,NA,NA,299,NA,NA,NA,NA,341,NA,NA,NA,NA,58,NA,NA,NA,NA,2767,NA,NA,NA,NA
Deoghar,'21.5.1',Number of Children Managed by Intervention - Medical,TOTAL,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Deoghar,'21.5.2',Number of Children Managed by Intervention - Surgical,TOTAL,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Deoghar,'21.5.3',Early intervention at DEIC ( District Early Intervention Centre),TOTAL,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Deoghar,'22.1.1.a',Girls (6th -12th class) provided 4 IFA tablets in schools,TOTAL,55644,NA,NA,NA,NA,53645,NA,NA,NA,NA,43611,NA,NA,NA,NA,33645,NA,NA,NA,NA,42548,NA,NA,NA,NA,42615,NA,NA,NA,NA,54121,NA,NA,NA,NA,44152,NA,NA,NA,NA,42153,NA,NA,NA,NA,55214,NA,NA,NA,NA,52157,NA,NA,NA,NA,1220,NA,NA,NA,NA,520725,NA,NA,NA,NA
Deoghar,'22.1.1.b',Boys (6th -12th class) provided 4 IFA tablets in schools,TOTAL,36351,NA,NA,NA,NA,36391,NA,NA,NA,NA,38366,NA,NA,NA,NA,33380,NA,NA,NA,NA,42366,NA,NA,NA,NA,35360,NA,NA,NA,NA,32541,NA,NA,NA,NA,32145,NA,NA,NA,NA,35124,NA,NA,NA,NA,46512,NA,NA,NA,NA,38521,NA,NA,NA,NA,845,NA,NA,NA,NA,407902,NA,NA,NA,NA
Deoghar,'22.1.2.a',Girls (6th -12th class) provided albendazole in schools,TOTAL,44524,NA,NA,NA,NA,41221,NA,NA,NA,NA,54652,NA,NA,NA,NA,44652,NA,NA,NA,NA,50692,NA,NA,NA,NA,54652,NA,NA,NA,NA,44512,NA,NA,NA,NA,32541,NA,NA,NA,NA,43123,NA,NA,NA,NA,41251,NA,NA,NA,NA,42158,NA,NA,NA,NA,653,NA,NA,NA,NA,494631,NA,NA,NA,NA
Deoghar,'22.1.2.b',Boys (6th -12th class) provided albendazole in schools,TOTAL,34221,NA,NA,NA,NA,32266,NA,NA,NA,NA,36560,NA,NA,NA,NA,36520,NA,NA,NA,NA,35590,NA,NA,NA,NA,36560,NA,NA,NA,NA,25415,NA,NA,NA,NA,22145,NA,NA,NA,NA,26541,NA,NA,NA,NA,26542,NA,NA,NA,NA,36542,NA,NA,NA,NA,254,NA,NA,NA,NA,349156,NA,NA,NA,NA
Deoghar,'22.1.3',Number of out of school adolscent girls (10-19 years) provided 4 IFA tablets at Anganwadi Centres,TOTAL,23541,NA,NA,NA,NA,25500,NA,NA,NA,NA,33500,NA,NA,NA,NA,28555,NA,NA,NA,NA,36500,NA,NA,NA,NA,31890,NA,NA,NA,NA,33251,NA,NA,NA,NA,21543,NA,NA,NA,NA,31542,NA,NA,NA,NA,32154,NA,NA,NA,NA,32145,NA,NA,NA,NA,1042,NA,NA,NA,NA,331163,NA,NA,NA,NA
Deoghar,'22.1.4',Number of out of school adolscent girls (10-19 years) provided albendazole at Anganwadi Centres,TOTAL,43544,NA,NA,NA,NA,33540,NA,NA,NA,NA,33540,NA,NA,NA,NA,36540,NA,NA,NA,NA,36540,NA,NA,NA,NA,33540,NA,NA,NA,NA,35214,NA,NA,NA,NA,42157,NA,NA,NA,NA,32157,NA,NA,NA,NA,31542,NA,NA,NA,NA,20185,NA,NA,NA,NA,356,NA,NA,NA,NA,378855,NA,NA,NA,NA
Deoghar,'22.2.1',Number of adolescent girls provided sanitary napkin packs,TOTAL,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Deoghar,'22.2.2',Number of sanitary napkin packs sold to adolescent girls,TOTAL,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Deoghar,'22.2.3',Number of sanitary napkin packs distributed free to ASHA,TOTAL,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Deoghar,'22.2.4',Number of adolescent girls attended monthly meeting,TOTAL,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Deoghar,'23.1',Number of children covered under WIFS JUNIOR (6 - 10 years ) provided 4-5 IFA tablets in schools,TOTAL,12573,NA,NA,NA,NA,10652,NA,NA,NA,NA,12865,NA,NA,NA,NA,10245,NA,NA,NA,NA,8452,NA,NA,NA,NA,6532,NA,NA,NA,NA,7548,NA,NA,NA,NA,7024,NA,NA,NA,NA,8754,NA,NA,NA,NA,6521,NA,NA,NA,NA,4215,NA,NA,NA,NA,213,NA,NA,NA,NA,95594,NA,NA,NA,NA
Deoghar,'23.2',Number of children (6 - 10 years) provided albendazole in schools,TOTAL,6566,NA,NA,NA,NA,6214,NA,NA,NA,NA,5236,NA,NA,NA,NA,4851,NA,NA,NA,NA,3211,NA,NA,NA,NA,2015,NA,NA,NA,NA,4215,NA,NA,NA,NA,4425,NA,NA,NA,NA,5241,NA,NA,NA,NA,4215,NA,NA,NA,NA,3251,NA,NA,NA,NA,163,NA,NA,NA,NA,49603,NA,NA,NA,NA
Deoghar,'23.3',Number of out of school children (6-10 years) given 4-5 IFA tablets at Anganwadi Centres,TOTAL,3626,NA,NA,NA,NA,3254,NA,NA,NA,NA,3658,NA,NA,NA,NA,3254,NA,NA,NA,NA,2453,NA,NA,NA,NA,1985,NA,NA,NA,NA,2415,NA,NA,NA,NA,3321,NA,NA,NA,NA,3624,NA,NA,NA,NA,3212,NA,NA,NA,NA,2851,NA,NA,NA,NA,233,NA,NA,NA,NA,33886,NA,NA,NA,NA
Deoghar,'23.4',Number of out of school children (6-10 years) provided albendazole at Anganwadi Centres,TOTAL,2642,NA,NA,NA,NA,2254,NA,NA,NA,NA,2482,NA,NA,NA,NA,2213,NA,NA,NA,NA,2200,NA,NA,NA,NA,1852,NA,NA,NA,NA,1422,NA,NA,NA,NA,1542,NA,NA,NA,NA,1642,NA,NA,NA,NA,1245,NA,NA,NA,NA,1245,NA,NA,NA,NA,128,NA,NA,NA,NA,20867,NA,NA,NA,NA
Deoghar,'24.1',Total Maternal Deaths Reviewed (MDR) by CMO,TOTAL,0,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,2,NA,NA,NA,NA
Deoghar,'24.2',Total Maternal Deaths Reviewed (MDR) by DM,TOTAL,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
Deoghar,'24.3',Number of maternal deaths reported through Community based Maternal Death Review (CBMDR),TOTAL,0,NA,NA,NA,NA,4,NA,NA,NA,NA,6,NA,NA,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,5,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,28,NA,NA,NA,NA
Deoghar,'25.1.1',Number of Pregnant Women provided - Free Medicines under JSSK,TOTAL,2082,NA,NA,NA,NA,2095,NA,NA,NA,NA,1906,NA,NA,NA,NA,2236,NA,NA,NA,NA,2337,NA,NA,NA,NA,2233,NA,NA,NA,NA,2237,NA,NA,NA,NA,2175,NA,NA,NA,NA,2346,NA,NA,NA,NA,2223,NA,NA,NA,NA,2083,NA,NA,NA,NA,1835,NA,NA,NA,NA,25788,NA,NA,NA,NA
Deoghar,'25.1.2',Number of Pregnant Women provided - Free Diet under JSSK,TOTAL,2157,NA,NA,NA,NA,2526,NA,NA,NA,NA,1997,NA,NA,NA,NA,2431,NA,NA,NA,NA,2598,NA,NA,NA,NA,2588,NA,NA,NA,NA,2447,NA,NA,NA,NA,2286,NA,NA,NA,NA,2529,NA,NA,NA,NA,2504,NA,NA,NA,NA,2319,NA,NA,NA,NA,2440,NA,NA,NA,NA,28822,NA,NA,NA,NA
Deoghar,'25.1.3',Number of Pregnant Women provided - Free Diagnostics under JSSK,TOTAL,1624,NA,NA,NA,NA,1650,NA,NA,NA,NA,1416,NA,NA,NA,NA,1633,NA,NA,NA,NA,1755,NA,NA,NA,NA,1778,NA,NA,NA,NA,1695,NA,NA,NA,NA,1666,NA,NA,NA,NA,1770,NA,NA,NA,NA,1758,NA,NA,NA,NA,1615,NA,NA,NA,NA,1416,NA,NA,NA,NA,19776,NA,NA,NA,NA
Deoghar,'25.1.4',Number of Pregnant Women provided - Free Home to facility transport under JSSK,TOTAL,375,NA,NA,NA,NA,360,NA,NA,NA,NA,415,NA,NA,NA,NA,497,NA,NA,NA,NA,503,NA,NA,NA,NA,412,NA,NA,NA,NA,391,NA,NA,NA,NA,371,NA,NA,NA,NA,380,NA,NA,NA,NA,449,NA,NA,NA,NA,377,NA,NA,NA,NA,371,NA,NA,NA,NA,4901,NA,NA,NA,NA
Deoghar,'25.1.5',Number of Pregnant Women provided - Interfacility transfers when needed under JSSK,TOTAL,100,NA,NA,NA,NA,93,NA,NA,NA,NA,58,NA,NA,NA,NA,105,NA,NA,NA,NA,102,NA,NA,NA,NA,110,NA,NA,NA,NA,101,NA,NA,NA,NA,60,NA,NA,NA,NA,90,NA,NA,NA,NA,69,NA,NA,NA,NA,73,NA,NA,NA,NA,56,NA,NA,NA,NA,1017,NA,NA,NA,NA
Deoghar,'25.1.6',Number of Pregnant Women provided - Free Drop Back home under JSSK,TOTAL,0,NA,NA,NA,NA,15,NA,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,31,NA,NA,NA,NA,32,NA,NA,NA,NA,8,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,96,NA,NA,NA,NA
Deoghar,'25.2.1',Number of sick infants provided - Free Medicines under JSSK,TOTAL,76,NA,NA,NA,NA,96,NA,NA,NA,NA,87,NA,NA,NA,NA,116,NA,NA,NA,NA,136,NA,NA,NA,NA,122,NA,NA,NA,NA,110,NA,NA,NA,NA,107,NA,NA,NA,NA,101,NA,NA,NA,NA,78,NA,NA,NA,NA,92,NA,NA,NA,NA,90,NA,NA,NA,NA,1211,NA,NA,NA,NA
Deoghar,'25.2.2',Number of sick infants provided - Free Diagnostics under JSSK,TOTAL,63,NA,NA,NA,NA,62,NA,NA,NA,NA,29,NA,NA,NA,NA,47,NA,NA,NA,NA,92,NA,NA,NA,NA,122,NA,NA,NA,NA,110,NA,NA,NA,NA,107,NA,NA,NA,NA,101,NA,NA,NA,NA,78,NA,NA,NA,NA,92,NA,NA,NA,NA,44,NA,NA,NA,NA,947,NA,NA,NA,NA
Deoghar,'25.2.3',Number of sick infants provided - Free Home to facility transport under JSSK,TOTAL,0,NA,NA,NA,NA,0,NA,NA,NA,NA,6,NA,NA,NA,NA,7,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,5,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,20,NA,NA,NA,NA
Deoghar,'25.2.4',Number of sick infants provided - Interfacility transfers when needed under JSSK,TOTAL,18,NA,NA,NA,NA,17,NA,NA,NA,NA,17,NA,NA,NA,NA,20,NA,NA,NA,NA,13,NA,NA,NA,NA,16,NA,NA,NA,NA,23,NA,NA,NA,NA,5,NA,NA,NA,NA,12,NA,NA,NA,NA,8,NA,NA,NA,NA,23,NA,NA,NA,NA,14,NA,NA,NA,NA,186,NA,NA,NA,NA
Deoghar,'25.2.5',Number of sick infants provided - Free Drop Back home under JSSK,TOTAL,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,2,NA,NA,NA,NA
Dhanbad,'1.1',Total number of pregnant women registered for ANC,TOTAL,5586,4274,1312,838,4748,5594,3800,1794,693,4901,5831,4223,1608,864,4967,5650,4126,1524,510,5140,5946,4154,1792,560,5386,6033,3942,2091,511,5522,6053,3822,2231,470,5583,6088,3961,2127,491,5597,6110,3877,2233,507,5603,6537,4405,2132,913,5624,6284,4224,2060,500,5784,4899,3124,1775,366,4533,70611,47932,22679,7223,63388
Dhanbad,'1.1.1',"Out of the total ANC registered, number registered within 1st trimester (within 12 weeks)",TOTAL,1751,1370,381,242,1509,1942,1269,673,187,1755,2525,1662,863,326,2199,2333,1599,734,71,2262,2726,1702,1024,47,2679,3667,1967,1700,269,3398,3428,1595,1833,108,3320,3465,1753,1712,152,3313,3567,1675,1892,45,3522,3376,1696,1680,183,3193,3736,1982,1754,90,3646,2811,1487,1324,119,2692,35327,19757,15570,1839,33488
Dhanbad,'1.2.1',Number of PW given TT1,TOTAL,3263,2258,1005,356,2907,3159,1637,1522,121,3038,4630,3319,1311,332,4298,4536,3341,1195,245,4291,4686,3262,1424,221,4465,4968,3196,1772,376,4592,4825,2955,1870,200,4625,4777,3128,1649,200,4577,4806,3068,1738,186,4620,4751,3138,1613,198,4553,4978,3361,1617,213,4765,3790,2507,1283,162,3628,53169,35170,17999,2810,50359
Dhanbad,'1.2.2',Number of PW given TT2,TOTAL,2651,1898,753,205,2446,1989,1013,976,102,1887,3389,2533,856,256,3133,3941,3004,937,210,3731,3970,3022,948,202,3768,4612,3044,1568,344,4268,4330,2743,1587,190,4140,4359,2772,1587,171,4188,4231,2787,1444,157,4074,4270,2894,1376,185,4085,4480,2843,1637,212,4268,3565,2341,1224,134,3431,45787,30894,14893,2368,43419
Dhanbad,'1.2.3',Number of PW given TT Booster,TOTAL,663,357,306,77,586,770,253,517,39,731,1010,453,557,70,940,1084,568,516,111,973,1071,565,506,79,992,1386,737,649,253,1133,1261,586,675,82,1179,1102,562,540,98,1004,1126,566,560,103,1023,1220,568,652,70,1150,1315,713,602,104,1211,898,499,399,83,815,12906,6427,6479,1169,11737
Dhanbad,'1.2.4',Number of PW given 180 Iron Folic Acid (IFA) tablets,TOTAL,3182,2413,769,424,2758,3379,2564,815,459,2920,3622,2893,729,549,3073,3909,3201,708,560,3349,4664,3218,1446,575,4089,4614,3023,1591,375,4239,4776,3143,1633,580,4196,4361,2840,1521,91,4270,4548,2942,1606,303,4245,3871,2531,1340,89,3782,4162,2777,1385,152,4010,3117,2168,949,134,2983,48205,33713,14492,4291,43914
Dhanbad,'1.2.5',Number of PW given 360 Calcium tablets,TOTAL,3775,3006,769,419,3356,3662,2847,815,453,3209,3906,3177,729,554,3352,4183,3475,708,632,3551,4640,3366,1274,695,3945,4369,2948,1421,372,3997,4267,2799,1468,580,3687,3987,2466,1521,115,3872,4185,2579,1606,331,3854,3450,2110,1340,75,3375,3454,2069,1385,86,3368,2936,1987,949,134,2802,46814,32829,13985,4446,42368
Dhanbad,'1.2.6',Number of PW given one Albendazole tablet after 1st trimester,TOTAL,780,780,0,123,657,871,871,0,158,713,1175,1137,38,428,747,932,894,38,100,832,1669,1038,631,266,1403,2390,1735,655,305,2085,1905,1253,652,118,1787,1915,1269,646,32,1883,2046,1404,642,206,1840,1613,1028,585,26,1587,1834,1253,581,138,1696,1079,819,260,58,1021,18209,13481,4728,1958,16251
Dhanbad,'1.2.7',Number of PW received 4 or more ANC check ups,TOTAL,4928,3039,1889,501,4427,4964,2914,2050,491,4473,4952,2909,2043,582,4370,4657,2723,1934,272,4385,5037,2905,2132,237,4800,5557,3129,2428,365,5192,5278,2789,2489,256,5022,5290,2785,2505,140,5150,5399,2810,2589,201,5198,5127,2685,2442,132,4995,5037,2680,2357,161,4876,3965,2170,1795,107,3858,60191,33538,26653,3445,56746
Dhanbad,'1.2.8',Number of PW given ANC Corticosteroids in Pre Term Labour,TOTAL,8,8,0,0,8,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,1,8
Dhanbad,'1.3.1',New cases of PW with hypertension detected,TOTAL,15,15,0,0,15,26,26,0,4,22,19,19,0,2,17,15,15,0,0,15,23,23,0,2,21,22,22,0,0,22,236,236,0,27,209,5,5,0,0,5,13,13,0,0,13,8,8,0,0,8,5,5,0,0,5,5,5,0,0,5,392,392,0,35,357
Dhanbad,'1.3.1.a',"Out of the new cases of PW with hypertension detected, cases managed at institution",TOTAL,24,24,0,0,24,28,28,0,4,24,8,8,0,2,6,8,8,0,0,8,6,6,0,0,6,20,20,0,0,20,25,25,0,11,14,4,4,0,0,4,5,5,0,0,5,2,2,0,0,2,5,5,0,0,5,5,5,0,0,5,140,140,0,17,123
